Mercadoria,Sentido,Chegada,Status,Quantidade,Porto
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,17/02/2025 09:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 10:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 10:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 10:42:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 11:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/02/2025 22:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,18/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,18/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS,Exp,18/02/2025 10:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,18/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,18/02/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025 09:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/02/2025 17:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS,Imp,20/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 15:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/02/2025 15:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/02/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS,Imp,21/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/02/2025 11:29:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/02/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/02/2025 10:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/02/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 05:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,23/02/2025 11:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 14:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 14:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/02/2025 18:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,24/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,25/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,25/02/2025 04:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,25/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,26/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,26/02/2025,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,26/02/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,26/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,26/02/2025 12:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/02/2025 01:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/02/2025 01:01:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/02/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/02/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/02/2025 20:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,28/02/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,28/02/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,28/02/2025 08:01:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,01/03/2025 01:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,01/03/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,02/03/2025 01:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,02/03/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,02/03/2025 14:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,03/03/2025 11:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,03/03/2025 11:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,04/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,05/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,06/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,06/03/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,06/03/2025 20:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,07/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,07/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,08/03/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,08/03/2025 06:30:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,08/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,09/03/2025 01:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,09/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,09/03/2025 14:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,10/03/2025 07:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,11/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,12/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,14/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,14/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,14/03/2025 16:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,15/03/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,15/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,16/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,16/03/2025 18:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/03/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/03/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,17/03/2025 17:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,18/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,19/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,20/03/2025 20:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,21/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,21/03/2025 16:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/03/2025 03:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/03/2025 13:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,22/03/2025 19:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Exp,23/03/2025 01:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,23/03/2025 14:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,25/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,27/03/2025 20:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,28/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,28/03/2025 16:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,29/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,29/03/2025 08:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,30/03/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,30/03/2025 18:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,31/03/2025 11:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,05/04/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,06/04/2025 02:00:00,CONTEINERES,0,PORTO_DE_SANTOS
CONTEINERES CHEIOS CONTEINERES CHEIOS,Imp/Exp,06/04/2025 18:00:00,CONTEINERES,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,24/01/2025 22:48:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,01/02/2025 10:42:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,01/02/2025 14:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,02/02/2025 18:54:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,03/02/2025 05:36:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,04/02/2025 07:42:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,04/02/2025 10:54:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,04/02/2025 15:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,06/02/2025 22:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,06/02/2025 22:45:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,08/02/2025 08:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,08/02/2025 19:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,09/02/2025 00:01:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,09/02/2025 00:01:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,10/02/2025 11:45:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,10/02/2025 13:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,11/02/2025 11:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,11/02/2025 21:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,12/02/2025 08:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,12/02/2025 10:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,12/02/2025 11:20:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,12/02/2025 14:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,12/02/2025 16:18:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,13/02/2025 04:36:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,13/02/2025 11:42:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
PELLETS A GRANEL,Exp,14/02/2025 11:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,14/02/2025 14:20:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,14/02/2025 18:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,14/02/2025 23:30:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
PELLETS A GRANEL,Exp,15/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,15/02/2025 22:18:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,16/02/2025 00:24:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,16/02/2025 14:15:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025 00:24:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025 11:15:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,17/02/2025 14:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
PELLETS A GRANEL,Exp,17/02/2025 15:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,18/02/2025 10:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,18/02/2025 10:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,19/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,20/02/2025 06:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,20/02/2025 07:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,21/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,22/02/2025 18:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
SOJA A GRANEL,Exp,23/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
PELLETS A GRANEL,Exp,26/02/2025 08:00:00,GRANEIS DE ORIGEM VEGETAL,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,20/01/2025 07:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,15/02/2025 23:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,16/02/2025 19:42:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,17/02/2025 07:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,19/02/2025 08:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,20/02/2025 22:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
ACUCAR A GRANEL,Exp,22/02/2025 07:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
GRAN.SOLIDO NAO ESPECIF,Exp,22/02/2025 19:00:00,GRANEIS SOLIDOS - EXPORTACAO,0,PORTO_DE_SANTOS
SOJA A GRANEL FERTILIZANTES,Imp/Exp,04/01/2025 15:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,11/01/2025 15:16:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
FERTILIZANTES,Imp,19/01/2025 19:00:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
ENXOFRE A GRANEL,Imp,21/01/2025 16:12:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
ENXOFRE A GRANEL,Imp,07/02/2025 16:10:00,GRANEIS SOLIDOS - IMPORTACAO,0,PORTO_DE_SANTOS
